policy,tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,140.0,local:med,237.591,3.86283,245.394,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,140.0,edge1:med,227.207,2.47221,236.939,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,140.0,cloud1:low,352.901,1.94687,363.385,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:high,220.451,3.46109,231.759,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:high,220.451,3.46109,231.759,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,180.0,local:med,237.591,3.86283,245.394,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:med,227.207,2.47221,236.939,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,180.0,cloud1:low,352.901,1.94687,363.385,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:high,220.451,3.46109,231.759,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:high,220.451,3.46109,231.759,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,220.0,local:med,237.591,3.86283,245.394,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:med,227.207,2.47221,236.939,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,256.0,220.0,cloud1:low,352.901,1.94687,363.385,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:high,370.423,12.46923,381.730,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:high,370.423,12.46923,381.730,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,100.0,local:med,398.643,13.91655,406.446,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:med,381.817,8.90659,391.549,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,100.0,cloud1:low,564.281,7.01394,574.766,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:high,370.423,12.46923,381.730,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:high,370.423,12.46923,381.730,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,140.0,local:med,398.643,13.91655,406.446,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:med,381.817,8.90659,391.549,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,140.0,cloud1:low,564.281,7.01394,574.766,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:high,370.423,12.46923,381.730,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:high,370.423,12.46923,381.730,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,180.0,local:med,398.643,13.91655,406.446,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:med,381.817,8.90659,391.549,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,180.0,cloud1:low,564.281,7.01394,574.766,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:high,370.423,12.46923,381.730,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:high,370.423,12.46923,381.730,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,220.0,local:med,398.643,13.91655,406.446,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:med,381.817,8.90659,391.549,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1024.0,220.0,cloud1:low,564.281,7.01394,574.766,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,100.0,edge1:high,452.231,18.20324,463.539,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,100.0,edge1:high,452.231,18.20324,463.539,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,100.0,local:med,486.496,20.31612,494.299,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,100.0,edge1:med,466.156,13.00232,475.888,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,100.0,cloud1:low,679.588,10.23932,690.073,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:high,452.231,18.20324,463.539,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:high,452.231,18.20324,463.539,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,140.0,local:med,486.496,20.31612,494.299,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:med,466.156,13.00232,475.888,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,140.0,cloud1:low,679.588,10.23932,690.073,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:high,452.231,18.20324,463.539,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:high,452.231,18.20324,463.539,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,180.0,local:med,486.496,20.31612,494.299,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:med,466.156,13.00232,475.888,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,180.0,cloud1:low,679.588,10.23932,690.073,1,1760776635
CSN,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:high,452.231,18.20324,463.539,1,1760776635
GreedyLatency,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:high,452.231,18.20324,463.539,1,1760776635
AlwaysLocal,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,220.0,local:med,486.496,20.31612,494.299,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:med,466.156,13.00232,475.888,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,80.000,0.01000,0.500,0.900,1536.0,220.0,cloud1:low,679.588,10.23932,690.073,1,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,100.0,edge1:low,72.541,1.01507,81.737,0,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,100.0,edge1:high,54.052,1.57899,63.608,0,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,100.0,local:med,71.784,1.76227,79.587,0,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,100.0,edge1:med,56.033,1.12785,64.258,0,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,100.0,cloud1:low,135.279,0.88818,145.764,1,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:low,72.541,1.01507,81.737,0,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:high,54.052,1.57899,63.608,0,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,140.0,local:med,71.784,1.76227,79.587,0,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:med,56.033,1.12785,64.258,0,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,140.0,cloud1:low,135.279,0.88818,145.764,1,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:low,72.541,1.01507,81.737,0,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:high,54.052,1.57899,63.608,0,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,180.0,local:med,71.784,1.76227,79.587,0,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:med,56.033,1.12785,64.258,0,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,180.0,cloud1:low,135.279,0.88818,145.764,0,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:med,56.033,1.12785,64.258,0,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:high,54.052,1.57899,63.608,0,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,220.0,local:med,71.784,1.76227,79.587,0,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:med,56.033,1.12785,64.258,0,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,64.0,220.0,cloud1:low,135.279,0.88818,145.764,0,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:high,92.671,3.42491,102.227,1,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:high,92.671,3.42491,102.227,1,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,100.0,local:med,113.256,3.82245,121.059,1,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:med,95.846,2.44637,104.071,1,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,100.0,cloud1:low,189.711,1.92651,200.196,1,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:low,122.308,2.20173,131.503,0,1760776635
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:high,92.671,3.42491,102.227,0,1760776635
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,140.0,local:med,113.256,3.82245,121.059,0,1760776635
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:med,95.846,2.44637,104.071,0,1760776635
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,140.0,cloud1:low,189.711,1.92651,200.196,1,1760776635
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:low,122.308,2.20173,131.503,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:high,92.671,3.42491,102.227,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,180.0,local:med,113.256,3.82245,121.059,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:med,95.846,2.44637,104.071,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,180.0,cloud1:low,189.711,1.92651,200.196,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:low,122.308,2.20173,131.503,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:high,92.671,3.42491,102.227,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,220.0,local:med,113.256,3.82245,121.059,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:med,95.846,2.44637,104.071,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,256.0,220.0,cloud1:low,189.711,1.92651,200.196,0,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:high,235.277,12.43304,244.834,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:high,235.277,12.43304,244.834,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,100.0,local:med,266.399,13.87617,274.202,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:med,242.863,8.88075,251.088,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,100.0,cloud1:low,390.711,6.99359,401.196,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:high,235.277,12.43304,244.834,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:high,235.277,12.43304,244.834,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,140.0,local:med,266.399,13.87617,274.202,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:med,242.863,8.88075,251.088,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,140.0,cloud1:low,390.711,6.99359,401.196,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,180.0,edge1:high,235.277,12.43304,244.834,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,180.0,edge1:high,235.277,12.43304,244.834,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,180.0,local:med,266.399,13.87617,274.202,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,180.0,edge1:med,242.863,8.88075,251.088,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,180.0,cloud1:low,390.711,6.99359,401.196,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:high,235.277,12.43304,244.834,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:high,235.277,12.43304,244.834,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,220.0,local:med,266.399,13.87617,274.202,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:med,242.863,8.88075,251.088,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1024.0,220.0,cloud1:low,390.711,6.99359,401.196,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:high,308.832,18.16706,318.389,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:high,308.832,18.16706,318.389,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,100.0,local:med,345.388,20.27574,353.191,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:med,318.693,12.97647,326.918,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,100.0,cloud1:low,494.385,10.21897,504.870,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:high,308.832,18.16706,318.389,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:high,308.832,18.16706,318.389,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,140.0,local:med,345.388,20.27574,353.191,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:med,318.693,12.97647,326.918,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,140.0,cloud1:low,494.385,10.21897,504.870,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:high,308.832,18.16706,318.389,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:high,308.832,18.16706,318.389,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,180.0,local:med,345.388,20.27574,353.191,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:med,318.693,12.97647,326.918,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,180.0,cloud1:low,494.385,10.21897,504.870,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:high,308.832,18.16706,318.389,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:high,308.832,18.16706,318.389,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,220.0,local:med,345.388,20.27574,353.191,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:med,318.693,12.97647,326.918,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.200,1536.0,220.0,cloud1:low,494.385,10.21897,504.870,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:med,74.513,1.12785,83.139,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:high,71.978,1.57899,82.001,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,100.0,local:med,91.034,1.76227,98.837,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:med,74.513,1.12785,83.139,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,100.0,cloud1:low,160.545,0.88818,171.030,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:low,95.641,1.01507,105.286,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:high,71.978,1.57899,82.001,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,140.0,local:med,91.034,1.76227,98.837,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:med,74.513,1.12785,83.139,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,140.0,cloud1:low,160.545,0.88818,171.030,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:low,95.641,1.01507,105.286,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:high,71.978,1.57899,82.001,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,180.0,local:med,91.034,1.76227,98.837,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:med,74.513,1.12785,83.139,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,180.0,cloud1:low,160.545,0.88818,171.030,0,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:low,95.641,1.01507,105.286,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:high,71.978,1.57899,82.001,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,220.0,local:med,91.034,1.76227,98.837,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:med,74.513,1.12785,83.139,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,64.0,220.0,cloud1:low,160.545,0.88818,171.030,0,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:high,110.390,3.42491,120.413,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:high,110.390,3.42491,120.413,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,100.0,local:med,132.285,3.82245,140.088,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:med,114.113,2.44637,122.740,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,100.0,cloud1:low,214.686,1.92651,225.171,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,140.0,edge1:med,114.113,2.44637,122.740,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,140.0,edge1:high,110.390,3.42491,120.413,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,140.0,local:med,132.285,3.82245,140.088,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,140.0,edge1:med,114.113,2.44637,122.740,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,140.0,cloud1:low,214.686,1.92651,225.171,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,180.0,edge1:low,145.142,2.20173,154.786,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,180.0,edge1:high,110.390,3.42491,120.413,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,180.0,local:med,132.285,3.82245,140.088,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,180.0,edge1:med,114.113,2.44637,122.740,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,180.0,cloud1:low,214.686,1.92651,225.171,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,220.0,edge1:low,145.142,2.20173,154.786,0,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,220.0,edge1:high,110.390,3.42491,120.413,0,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,220.0,local:med,132.285,3.82245,140.088,0,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,220.0,edge1:med,114.113,2.44637,122.740,0,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,256.0,220.0,cloud1:low,214.686,1.92651,225.171,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,100.0,edge1:low,334.343,7.99267,343.988,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,100.0,edge1:high,257.210,12.43304,267.233,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,100.0,local:med,289.953,13.87617,297.755,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,100.0,edge1:med,265.474,8.88075,274.101,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,100.0,cloud1:low,421.625,6.99359,432.110,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,140.0,edge1:high,257.210,12.43304,267.233,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,140.0,edge1:high,257.210,12.43304,267.233,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,140.0,local:med,289.953,13.87617,297.755,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,140.0,edge1:med,265.474,8.88075,274.101,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,140.0,cloud1:low,421.625,6.99359,432.110,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,180.0,edge1:high,257.210,12.43304,267.233,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,180.0,edge1:high,257.210,12.43304,267.233,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,180.0,local:med,289.953,13.87617,297.755,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,180.0,edge1:med,265.474,8.88075,274.101,1,1760776636
AlwaysCloudLow,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,180.0,cloud1:low,421.625,6.99359,432.110,1,1760776636
CSN,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,220.0,edge1:high,257.210,12.43304,267.233,1,1760776636
GreedyLatency,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,220.0,edge1:high,257.210,12.43304,267.233,1,1760776636
AlwaysLocal,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,220.0,local:med,289.953,13.87617,297.755,1,1760776636
AlwaysEdgeMed,tenantA,app1,50.000,120.000,0.00000,0.500,0.600,1024.0,220.0,edge1:med,265.474,8.88075,274.101,1,1760776636
